,model,fit_time,vectorizer,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,name
0,LogisticRegression,5.339274883270264,CountVectorizer,0.9984261191025219,0.9972199263656173,0.9995481247175779,0.9983826682213112,0.9527155614112136,0.9402896837126811,0.9633555420956996,0.9516828721017203,less_cleaning
1,LogisticRegression,4.540783643722534,CountVectorizer,0.9982431096958384,0.9968454258675079,0.9995481247175779,0.9981949458483754,0.9528619528619529,0.9408284023668639,0.9630526953361599,0.9518108350793175,clean_serie
2,LogisticRegression,5.126765489578247,CountVectorizer,0.9984261191025219,0.9972199263656173,0.9995481247175779,0.9983826682213112,0.9525691699604744,0.9397519196692262,0.9636583888552392,0.9515550239234449,no_cleanning
